case_id,observation_root_id,seed,attack_type,label,validity,direction,source_id,source_kind,validator_rsu_id,administrative_domain_id,geographic_cell,sensor_modality,detector_confidence,source_reliability,freshness,verifiability,independence,observed_at,reason_codes
case-intersection-1010-veh_000-benign,root-2327f372dad9b76d04eb75f3,1010,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,1.0,clean_observation
case-intersection-1010-veh_000-benign,root-2327f372dad9b76d04eb75f3,1010,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,1.0,clean_observation
case-intersection-1010-veh_000-benign,root-0f2151f045b5da299a8747c3,1010,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,2.0,clean_observation
case-intersection-1010-veh_000-benign,root-0f2151f045b5da299a8747c3,1010,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,2.0,clean_observation
case-intersection-1010-veh_001-benign,root-fb2189a747fb8f2c1bf38d9d,1010,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,2.0,clean_observation
case-intersection-1010-veh_001-benign,root-fb2189a747fb8f2c1bf38d9d,1010,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,2.0,clean_observation
case-intersection-1010-veh_000-benign,root-5deee73c74fa43bfc54e427c,1010,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-1-2,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,3.0,clean_observation
case-intersection-1010-veh_000-benign,root-5deee73c74fa43bfc54e427c,1010,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-1-1,rsu_cam_plausibility,0.78,0.92,0.99,0.76,0.68,3.0,clean_observation
case-intersection-1010-veh_001-benign,root-ff79532634dee057ec45f2ce,1010,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-3-2,rsu_cam_plausibility,0.78,0.95,0.99,0.76,0.92,3.0,clean_observation
case-intersection-1010-veh_001-benign,root-ff79532634dee057ec45f2ce,1010,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-2-2,rsu_cam_plausibility,0.78,0.9,0.99,0.76,0.68,3.0,clean_observation
