case_id,observation_root_id,seed,attack_type,label,validity,direction,source_id,source_kind,validator_rsu_id,administrative_domain_id,geographic_cell,sensor_modality,detector_confidence,source_reliability,freshness,verifiability,independence,observed_at,reason_codes
case-corridor-1004-veh_000-benign,root-2973cc9bc4ca44ef01b5168d,1004,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,1.0,clean_observation
case-corridor-1004-veh_000-benign,root-2973cc9bc4ca44ef01b5168d,1004,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,1.0,clean_observation
case-corridor-1004-veh_000-benign,root-c3b38d9ef1d5d1b3f61e23d4,1004,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,2.0,clean_observation
case-corridor-1004-veh_000-benign,root-c3b38d9ef1d5d1b3f61e23d4,1004,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,2.0,clean_observation
case-corridor-1004-veh_001-benign,root-0b8c39abd24008c6741a8f5f,1004,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-5-0,rsu_cam_plausibility,0.78,0.9119999999999999,0.99,0.76,0.92,2.0,clean_observation
case-corridor-1004-veh_001-benign,root-0b8c39abd24008c6741a8f5f,1004,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-6-0,rsu_cam_plausibility,0.78,0.8999999999999999,0.99,0.76,0.68,2.0,clean_observation
case-corridor-1004-veh_000-benign,root-fe854e687f573d4c61a5b554,1004,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,3.0,clean_observation
case-corridor-1004-veh_000-benign,root-fe854e687f573d4c61a5b554,1004,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,3.0,clean_observation
case-corridor-1004-veh_000-benign,wroot-2ef78425ddb02b65aedf4811,1004,benign,0,1,1,veh_002,vehicle_witness,rsu-1,domain-1,cell-0--1,vehicle_witness_observation,0.62,0.449108111887948,0.99,0.86,0.9377144546200965,3.0,compromised_witness_false_report
case-corridor-1004-veh_001-benign,root-44c610221d42250204340423,1004,benign,0,1,-1,rsu-5,rsu,rsu-5,domain-3,cell-5-0,rsu_cam_plausibility,0.78,0.9119999999999999,0.99,0.76,0.92,3.0,clean_observation
case-corridor-1004-veh_001-benign,root-44c610221d42250204340423,1004,benign,0,1,-1,rsu-6,rsu,rsu-6,domain-3,cell-6-0,rsu_cam_plausibility,0.78,0.8999999999999999,0.99,0.76,0.68,3.0,clean_observation
case-corridor-1004-veh_002-benign,root-bbdf23f04f3d7f2e5af94546,1004,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,3.0,clean_observation
case-corridor-1004-veh_002-benign,root-bbdf23f04f3d7f2e5af94546,1004,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,3.0,clean_observation
case-corridor-1004-veh_002-benign,wroot-a91254c5a1b1a66435ec05ae,1004,benign,0,1,-1,veh_000,vehicle_witness,rsu-1,domain-1,cell-0--1,vehicle_witness_observation,0.78,0.7841602679815649,0.99,0.76,0.9470264464697966,3.0,clean_observation
case-corridor-1004-veh_000-benign,root-9a40a20b330d47052a1f8e3b,1004,benign,0,1,-1,rsu-1,rsu,rsu-1,domain-1,cell-0-0,rsu_cam_plausibility,0.78,0.96,0.99,0.76,0.92,4.0,clean_observation
case-corridor-1004-veh_000-benign,root-9a40a20b330d47052a1f8e3b,1004,benign,0,1,-1,rsu-2,rsu,rsu-2,domain-1,cell-1-0,rsu_cam_plausibility,0.78,0.948,0.99,0.76,0.68,4.0,clean_observation
case-corridor-1004-veh_000-benign,wroot-5d65e30fca1b9c238af52e82,1004,benign,0,1,1,veh_002,vehicle_witness,rsu-1,domain-1,cell-0--1,vehicle_witness_observation,0.62,0.449108111887948,0.99,0.86,0.9173225327397598,4.0,compromised_witness_false_report
