architecture,seed,case_id,committed,view,leader,prepare_votes,commit_votes,started_at,committed_at,view_changes,reason,message_count,bytes_sent,safety_violation
ahmed_inspired_witness_vpuft,1003,case-1003-veh_004-w0003,True,0,rsu-1,4,4,59.122028557765624,59.15490517995011,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_006-w0003,True,0,rsu-1,4,4,59.18142673612062,59.22101389367827,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_008-w0003,True,0,rsu-1,4,4,59.26777423609293,59.30245893224536,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_010-w0003,True,0,rsu-1,4,4,59.501638546617876,59.54341959363103,0,committed,29,10784,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_012-w0003,True,0,rsu-1,4,4,59.561836736273825,59.59733147667142,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_014-w0003,True,0,rsu-1,4,4,59.713501340484434,59.74858104949531,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_004-w0004,True,0,rsu-1,4,4,74.09474161810063,74.13270845437425,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_006-w0004,True,0,rsu-1,4,4,74.17282677008998,74.2060267202464,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_008-w0004,True,0,rsu-1,4,4,74.25907566285947,74.30110348202648,0,committed,28,10624,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_010-w0004,True,0,rsu-1,4,4,74.52888982596332,74.57118498889443,0,committed,30,11520,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_012-w0004,True,0,rsu-1,4,4,74.62316533024945,74.6618273967266,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_014-w0004,True,0,rsu-1,4,4,74.87549357418683,74.91357091055413,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_008-w0005,True,0,rsu-1,4,4,89.1791935624606,89.2184704491814,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_012-w0005,True,0,rsu-1,4,4,89.30945710156227,89.34349881125424,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1003,case-1003-veh_014-w0005,True,0,rsu-1,4,4,89.44426891859841,89.4859186443616,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_002-w0001,True,0,rsu-1,4,4,29.01815696168523,29.0536081155602,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_004-w0001,True,0,rsu-1,4,4,29.053383308838402,29.091933907497836,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_008-w0001,True,0,rsu-1,4,4,29.057009573741382,29.123545380206295,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_002-w0002,True,0,rsu-1,4,4,44.01656028450714,44.046322079723325,0,committed,28,10432,False
distributed_rsu_vpuft,1004,case-1004-veh_004-w0002,True,0,rsu-1,4,4,44.05212115251827,44.08704438591648,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_006-w0002,True,0,rsu-1,4,4,44.03146855172365,44.12758517291407,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_008-w0002,True,0,rsu-1,4,4,44.13694078057456,44.173792324502664,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_010-w0002,True,0,rsu-1,4,4,44.21016516616539,44.250313693224626,0,committed,28,10624,False
distributed_rsu_vpuft,1004,case-1004-veh_002-w0003,True,0,rsu-1,4,4,59.01609263993957,59.0545700156574,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_004-w0003,True,0,rsu-1,4,4,59.061032289729305,59.09876364401462,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_006-w0003,True,0,rsu-1,4,4,59.02279584957677,59.13235459787531,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_008-w0003,True,0,rsu-1,4,4,59.137661678401614,59.17255153698618,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_010-w0003,True,0,rsu-1,4,4,59.2063313281549,59.24153686071504,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_002-w0004,True,0,rsu-1,4,4,74.01938583859356,74.05397890408825,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_004-w0004,True,0,rsu-1,4,4,74.06039588209521,74.09967198742733,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_006-w0004,True,0,rsu-1,4,4,74.010110138607,74.14581156148155,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_008-w0004,True,0,rsu-1,4,4,74.15073664077501,74.18543967177791,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_010-w0004,True,0,rsu-1,4,4,74.22415842113709,74.25830954733709,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_012-w0004,True,0,rsu-1,4,4,74.26116407469982,74.29575711062866,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_014-w0004,True,0,rsu-1,4,4,74.32036297416374,74.3560876844461,0,committed,27,10080,False
distributed_rsu_vpuft,1004,case-1004-veh_008-w0005,True,0,rsu-1,4,4,89.05280702233011,89.0888094805798,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_002-w0001,True,0,rsu-1,4,4,29.02379659952714,29.063367011180247,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_008-w0001,True,0,rsu-1,4,4,29.18326265771916,29.22015970723043,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_012-w0001,True,0,rsu-1,4,4,29.315672175945636,29.35057534008131,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_002-w0002,True,0,rsu-1,4,4,44.031757536791616,44.06789417983592,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_004-w0002,True,0,rsu-1,4,4,44.08302726216827,44.12225549957483,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_006-w0002,True,0,rsu-1,4,4,44.11760494133406,44.162158173054486,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_008-w0002,True,0,rsu-1,4,4,44.182399473067214,44.218981428196486,0,committed,29,10784,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_010-w0002,True,0,rsu-1,4,4,44.26041980413193,44.2943524247627,0,committed,30,11136,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_012-w0002,True,0,rsu-1,4,4,44.29603307019756,44.333660770745425,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_014-w0002,True,0,rsu-1,4,4,44.334219306908324,44.37461417164474,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_002-w0003,True,0,rsu-1,4,4,59.05405429722505,59.094099072367264,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_004-w0003,True,0,rsu-1,4,4,59.12589098178992,59.1546588462253,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_006-w0003,True,0,rsu-1,4,4,59.18991890136005,59.228693039887425,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_008-w0003,True,0,rsu-1,4,4,59.26757115813342,59.30063626030963,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_010-w0003,True,0,rsu-1,4,4,59.49982875580529,59.54006958606527,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_012-w0003,True,0,rsu-1,4,4,59.574708228650564,59.61378554716631,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_014-w0003,True,0,rsu-1,4,4,59.75134188130791,59.78538258309772,0,committed,28,10432,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_004-w0004,True,0,rsu-1,4,4,74.1104509161067,74.149551677478,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_006-w0004,True,0,rsu-1,4,4,74.20533593303982,74.24195068663849,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_008-w0004,True,0,rsu-1,4,4,74.29279793317407,74.32922927166487,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_010-w0004,True,0,rsu-1,4,4,74.5878642834355,74.62267446967053,0,committed,27,10080,False
ahmed_inspired_witness_vpuft,1004,case-1004-veh_012-w0004,True,0,rsu-1,4,4,74.69688452609618,74.73134768965973,0,committed,27,10080,False
